"","V1","V2"
"jar",-7.54838019620935,-28.4687853225854
".htaccess",12.861427864266,-76.7331739372338
"rotation",25.273067916412,17.4457997506996
"google-cloud-messaging",-16.0305075164044,-27.3234070843384
"groovy",4.20322242347654,-35.3986208167677
"cryptography",-15.7802624960381,-22.0930935580718
"bluetooth",9.49883427229234,10.0477364057266
"redis",-3.36571512245066,-7.23080330870253
"facebook-graph-api",19.0983913651759,-19.4785596753204
"embedded",-48.8111028668053,-21.6453232008673
"google-drive-sdk",2.99634309203763,0.147201641435606
"django-admin",59.7209706942756,-37.9989588380793
"alignment",34.5178381917767,7.30912056015648
"pdo",48.6577691673209,-15.1926230043292
"lucene",-3.77218660856456,-12.9940385714678
"fonts",36.4025168130131,8.16333495308436
"lua",-30.5098155284938,-9.55247665886971
"jsf",-72.8322276818779,24.0470146061554
"jsf-2",-71.7590352133407,23.5062841671572
"primefaces",-69.0632097024038,22.1368018038454
"jsp",-70.7253977863113,22.981773177931
"tomcat",49.0924421982354,-43.0841916270444
"spring",-27.1581045962827,-57.7123571967655
"nullpointerexception",-10.7828397135602,45.3339223900845
"java-ee",49.1631651153777,-43.144484358634
"servlets",-69.756107727864,22.4893966741964
"jvm",-23.4980216086217,-43.7390864545318
"ant",-36.8025265934904,12.7012115166356
"spring-security",-9.37381557527341,-26.1049640973635
"applet",29.4407281848431,34.468528484793
"maven",-18.5051511488336,-43.2626928476781
"mongoose",6.55471196127643,30.2379124352164
"jboss",44.0299635368574,-31.8889154524944
"scala",-40.6053822835037,19.2404897420344
"java-8",-23.6503379529345,-42.3135027893619
"jaxb",10.1295901167226,-41.0037413023
"ejb",43.3806372286025,-31.5492704606311
"jackson",-11.3388928686706,-29.1196250930367
"flex",13.2561944378773,4.72863536269808
"paypal",18.4175932290213,-17.8325525432024
"actionscript",7.802370678189,2.21981009046613
"magento",18.7328249783123,-12.0446648218756
"socket.io",7.75056416160768,29.5741017251486
"google-apps-script",6.13950267285677,25.2820629596209
"air",5.65486773700207,-0.163378609585154
"camera",-7.08618029029809,52.2092759446271
"extjs",4.9559321443661,6.51161853793416
"joomla",20.4500629190365,-9.97339033097923
"zend-framework2",6.04356306972653,-2.28693164159987
"android-activity",-10.4052810031893,67.1971109046281
"symfony2",15.0615454187329,-9.6029404517375
"yii",15.3677847896549,-10.9785675039354
"uiimage",24.6861192103187,69.1410452082414
"laravel",23.4084815704688,-23.1947340283457
"laravel-4",24.9594610127104,-21.4130092583558
"parse.com",26.1740281045363,72.5690238722162
"resize",28.7531045066175,23.5310126029191
"pthreads",-49.6031082396393,-22.8929622308398
"neo4j",-4.29613377300796,-14.7876875106606
"seo",26.9678130743176,-8.2344729788973
"arduino",-33.5222520286584,-10.561252513053
"jquery-validate",58.2546724840809,5.38973852609339
"delphi",-76.2536051071082,2.02087066304121
"go",-54.6807224446862,31.4960517978124
"sas",-1.60788559153705,11.2223127670607
"visual-studio-2015",-3.11359988682337,2.43540967431632
"c++11",-71.4703335581483,-30.4344844683776
"kernel",-34.615014767289,-10.8263759188199
"stl",-67.8795321497775,-29.4439674519275
"gdb",-39.8417697494204,-10.963581604191
"rspec",-24.1344722708038,46.7485556403989
"ruby-on-rails-4",-23.3968567239655,52.6487155154237
"jqgrid",62.2449970114412,4.26124660875209
"google-chrome-extension",8.62469538526698,36.0043181452587
"internet-explorer-8",33.7238097831974,-0.384077641912573
"meteor",4.78702346454174,22.8789160952314
"html5-canvas",8.34366788951004,37.3420845963884
"angularjs-directive",1.8670763234604,18.9850370342043
"typescript",7.20202453113013,36.6311963750251
"jasmine",4.51540506456836,11.6434612358211
"angularjs-scope",2.75501123587747,18.5910527076404
"angular-ui-router",5.45100503746831,21.6224463581452
"firebase",4.74615647302158,19.2295809542356
"ionic-framework",4.46052707709396,3.64565820966816
"ionic",4.10195118829831,1.74035277924115
"reactjs",3.41115130894041,22.4565822474187
"drupal-7",13.746195229231,-6.6935782291174
"ruby-on-rails-3.2",-23.9963870960207,41.3643717060868
"knockout.js",18.2721363922932,-29.8018978516264
"wordpress-plugin",12.5301705796042,-6.16306560618117
"docker",-54.7959505828457,31.8682120112801
"doctrine",10.0103523339783,-7.43037350582101
"bitmap",29.5340885021837,17.7914578194093
"haskell",-33.2354299794431,-17.3056481319409
"erlang",0.694624935962991,-3.18911178250651
"boost",-68.6961162756866,-29.2980231622973
"gtk",-36.4630415783613,-10.5623164146777
"cocoa",43.5008453858674,67.5239552947289
"cuda",-16.3681689693969,6.27775048913715
"android-ndk",-8.898967308986,46.9674313879078
"opengl-es",21.597228572435,56.4866708409461
"plsql",68.9890954917228,19.8868481011419
"wix",-3.537667554298,-2.64833353457194
"usb",-5.35797390767582,2.75709746091522
"jasper-reports",6.91272892217591,-4.25880415364366
"mfc",-11.2666181497388,-3.62241304512836
"gwt",-8.36570366495302,-30.8804198682172
"cocos2d-iphone",23.1686092783826,68.8713463910971
"java-me",-7.84276764472801,-17.1457685222392
"struts2",45.4185553742024,-30.8758729310431
"npm",-0.164035852518886,4.588462991513
"android-listview",-7.68194839950768,59.0165835273066
"android-widget",-8.37609567675687,57.8949483046248
"android-edittext",-8.43357166741172,48.4855368282218
"android-viewpager",-9.19161410876594,49.8056340009192
"android-fragments",-9.48310726247471,65.0663365933608
"android-asynctask",-7.85107811599867,60.2728394178619
"textview",-7.58675569503137,49.5403178456986
"android-emulator",-8.94443688877455,52.0868274349245
"android-studio",-9.08087320158329,60.8642900950891
"libgdx",3.06593761864458,-1.61180327930608
"broadcastreceiver",-9.19541888726701,63.9321160508945
"gradle",-10.9946295322429,48.4746190206261
"imageview",-7.3671244414916,45.991616360402
"ios7",28.6255018351717,73.4136844087485
"android-actionbar",-8.8786427569019,58.9193462064142
"firefox-addon",5.63705853222515,27.8831671585686
"woocommerce",4.73357387589808,-1.60651820213638
"blackberry",-14.0106489872765,-0.184501746699091
"ckeditor",9.69720187923084,-0.469584830737133
"maven-2",-19.4166934757472,-42.405567289298
"ios6",26.91932831355,70.8846678390147
"uiimageview",25.3107329989416,70.5166000581407
"log4j",-10.7381734001065,-29.2563315027299
"uiview",32.2509088885091,74.1714865791205
"uinavigationcontroller",23.8632061922611,65.2460186280629
"nsstring",30.1532184798038,74.2716487004755
"app-store",22.1302979876971,60.3068484304764
"ios4",25.1214103778963,67.6085247283104
"uiwebview",21.4753041966586,59.0022941810137
"push-notification",-16.3938889228157,-27.7016864274722
"swift",45.7089521767768,62.6590424578913
"javafx",-13.3207802394945,-30.3848486395896
"three.js",5.25278623650135,2.08448260472929
"grails",4.69313465074837,-35.3387867104085
"glassfish",44.4268344420652,-34.2267711626942
"playframework-2.0",0.866509909390133,-8.36000409656105
"spring-boot",-2.91649099013918,-13.7463182105674
"apache-spark",-7.90438985645242,9.57560145636178
"gulp",3.03076759267276,3.02729775768853
"eloquent",17.7955677882227,-16.1475220044576
"drupal",18.9873614203853,-9.96043736616149
"clojure",-6.60601014607092,-13.8841997458383
"activerecord",-24.1855574409994,51.9789168672614
"dart",7.00760563493917,20.1762339301858
"doctrine2",9.09905612209,-7.05482323277823
"wso2",4.4857393629188,-3.80823565357694
"eclipse-plugin",-49.7854677014403,25.9699792612018
"jersey",3.22680154872163,-5.92427508492854
"jni",-16.4807367571697,-32.3595830739134
"cmake",-1.15021919893938,-0.145084978711229
"extjs4",4.46299714109554,0.266039392851753
"gruntjs",0.999193818693255,3.11683999141804
"laravel-5",18.0115944272507,-15.5607416849898
"selenium-webdriver",16.1148572723964,22.8056050558242
"uikit",23.8139406134469,62.9529926673798
"sprite-kit",20.6570280934405,58.0696110456009
"uicollectionview",21.0735894466061,62.2630636005261
"ios8",21.3869587664083,64.1414406588184
"xcode6",20.8493820936389,60.5984087448995
"autolayout",23.9554502790109,70.6871024500319
"swift2",23.4390326569214,67.2958307727671
"jtable",58.2523690385487,46.7077356889038
"google-play",-8.31977527745624,50.6110921368444
"sbt",-1.83080788062332,2.75960093005475
"jframe",57.3297059235967,46.0346633105101
"jpanel",57.150935089435,46.5283067386002
"devise",-23.6200923458046,44.6131813276743
"hive",-0.422318009492249,9.39873100215281
"yii2",7.38537463605764,-0.964078564196798
